epoch;loss_train;acc_train;acc_valid;min
1;1.430800199508667;57.33772659301758;62.46511459350586;0.6
2;0.8129099607467651;97.18268585205078;98.02996063232422;0.52
3;0.34347718954086304;99.143310546875;99.19279479980469;0.52
4;0.11816878616809845;99.201416015625;99.19867706298828;0.52
5;0.05133984982967377;99.23295593261719;99.2298583984375;0.52
6;0.03697966784238815;99.25523376464844;99.21493530273438;0.52
7;0.03150009736418724;99.2585678100586;99.2075424194336;0.52
8;0.026438942179083824;99.31783294677734;99.27527618408203;0.52
9;0.02241889387369156;99.3923110961914;99.35060119628906;0.52
10;0.019517486914992332;99.44941711425781;99.39775085449219;0.52
11;0.017555132508277893;99.4833984375;99.43441772460938;0.52
12;0.016227375715970993;99.50300598144531;99.38522338867188;0.52
13;0.015114101581275463;99.52461242675781;99.49053192138672;0.52
14;0.0140956686809659;99.54405212402344;99.4867172241211;0.52
15;0.013488085940480232;99.5572738647461;99.45849609375;0.52
16;0.01274796575307846;99.57625579833984;99.46532440185547;0.52
17;0.012251753360033035;99.58840942382812;99.42729187011719;0.52
18;0.011591529473662376;99.60595703125;99.45928192138672;0.52
19;0.011186427436769009;99.62004089355469;99.55657196044922;0.52
20;0.010671286843717098;99.63470458984375;99.55876159667969;0.52
21;0.010297742672264576;99.64529418945312;99.50334167480469;0.52
22;0.0099265705794096;99.65788269042969;99.54580688476562;0.52
23;0.00959148071706295;99.66812133789062;99.55946350097656;0.52
24;0.00918407179415226;99.67893981933594;99.55956268310547;0.52
25;0.008902905508875847;99.69220733642578;99.5810546875;0.52
26;0.008508656173944473;99.70596313476562;99.58140563964844;0.52
27;0.008275686763226986;99.71159362792969;99.57357788085938;0.52
28;0.007914780639111996;99.72296905517578;99.58361053466797;0.52
29;0.0077578225173056126;99.72859954833984;99.60050964355469;0.52
30;0.007509404793381691;99.73719787597656;99.5273208618164;0.52
31;0.007340069394558668;99.74502563476562;99.56241607666016;0.52
32;0.007098094094544649;99.75069427490234;99.58674621582031;0.52
33;0.006988244596868753;99.75565338134766;99.57441711425781;0.52
34;0.006853131577372551;99.76066589355469;99.56360626220703;0.52
35;0.006556241773068905;99.7713851928711;99.58905029296875;0.52
36;0.006503177806735039;99.7735824584961;99.59188079833984;0.52
37;0.006283335387706757;99.78340911865234;99.46846771240234;0.52
38;0.0062228478491306305;99.78367614746094;99.58128356933594;0.52
39;0.005979090463370085;99.79290008544922;99.56507110595703;0.52
40;0.006040394306182861;99.79046630859375;99.59371948242188;0.52
41;0.005810964852571487;99.79937744140625;99.5895767211914;0.52
42;0.005557942669838667;99.80789184570312;99.58158874511719;0.52
43;0.005552680231630802;99.8093032836914;99.55357360839844;0.52
44;0.005411885678768158;99.81200408935547;99.59857940673828;0.52
45;0.005380228627473116;99.81242370605469;99.59037780761719;0.52
46;0.005194136872887611;99.81922149658203;99.5805892944336;0.52
47;0.00517402496188879;99.82022857666016;99.58094024658203;0.52
48;0.005022079683840275;99.82649230957031;99.57528686523438;0.52
49;0.004970851819962263;99.82881164550781;99.5771484375;0.52
50;0.004838406573981047;99.83240509033203;99.60826873779297;0.52
51;0.004751306492835283;99.83468627929688;99.59317016601562;0.52
52;0.004698346834629774;99.8392562866211;99.57852935791016;0.52
53;0.004866559058427811;99.8332748413086;99.5887222290039;0.52
54;0.0046273828484117985;99.84005737304688;99.58740997314453;0.52
55;0.004698647186160088;99.84162902832031;99.52996063232422;0.52
56;0.004501091316342354;99.84442901611328;99.60956573486328;0.52
57;0.00446075526997447;99.84684753417969;99.60398864746094;0.52
58;0.004513024352490902;99.8421630859375;99.53295135498047;0.52
59;0.0042908815667033195;99.85131072998047;99.58167266845703;0.52
60;0.004338407423347235;99.85049438476562;99.62163543701172;0.52
61;0.004234132822602987;99.85252380371094;99.5966796875;0.52
62;0.004159892443567514;99.85587310791016;99.61542510986328;0.52
63;0.00406371196731925;99.8583984375;99.600830078125;0.52
64;0.004040357656776905;99.85987854003906;99.60537719726562;0.52
65;0.003925013355910778;99.86278533935547;99.59444427490234;0.52
66;0.003917476627975702;99.86317443847656;99.6059799194336;0.52
